I"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KAZ","Kazakhstan","2005","2005",172.45084,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KAZ","Kazakhstan","2006","2006",329.75538,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KAZ","Kazakhstan","2007","2007",488.26253,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KAZ","Kazakhstan","2008","2008",623.7066,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KAZ","Kazakhstan","2009","2009",639.02985,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KAZ","Kazakhstan","2013","2013",882.59451,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KAZ","Kazakhstan","2014","2014",808.00721,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KAZ","Kazakhstan","2015","2015",660.1078,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KEN","Kenya","1999","1999",1.50331,"‡","UIS Estimation"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KEN","Kenya","2000","2000",3.16163,"‡","UIS Estimation"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KEN","Kenya","2001","2001",7.05633,"‡","UIS Estimation"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KEN","Kenya","2003","2003",12.02717,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KEN","Kenya","2004","2004",9.72853,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KEN","Kenya","2006","2006",0.39928,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KEN","Kenya","2012","2012",7.89619,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KEN","Kenya","2014","2014",6.44033,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KEN","Kenya","2015","2015",18.21541,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KWT","Kuwait","2002","2002",3440.06638,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KWT","Kuwait","2003","2003",3667.01536,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KWT","Kuwait","2004","2004",3965.79835,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KWT","Kuwait","2005","2005",4218.80605,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KWT","Kuwait","2006","2006",4340.6232,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KWT","Kuwait","2008","2008",6304.29941,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KWT","Kuwait","2011","2011",8059.022,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KWT","Kuwait","2014","2014",8287.70056,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KGZ","Kyrgyzstan","1999","1999",72.13206,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KGZ","Kyrgyzstan","2000","2000",67.0133,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KGZ","Kyrgyzstan","2001","2001",83.75003,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KGZ","Kyrgyzstan","2002","2002",100.81083,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KGZ","Kyrgyzstan","2003","2003",112.15959,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KGZ","Kyrgyzstan","2004","2004",122.47365,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KGZ","Kyrgyzstan","2005","2005",140.05301,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KGZ","Kyrgyzstan","2006","2006",166.1722,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KGZ","Kyrgyzstan","2007","2007",230.25464,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KGZ","Kyrgyzstan","2008","2008",296.02845,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KGZ","Kyrgyzstan","2009","2009",280.28828,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KGZ","Kyrgyzstan","2010","2010",297.34109,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KGZ","Kyrgyzstan","2011","2011",419.68122,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KGZ","Kyrgyzstan","2012","2012",431.49914,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KGZ","Kyrgyzstan","2013","2013",432.62085,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","KGZ","Kyrgyzstan","2014","2014",349.86409,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LAO","Lao People's Democratic Republic","2002","2002",27.51739,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LAO","Lao People's Democratic Republic","2004","2004",27.24694,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LAO","Lao People's Democratic Republic","2005","2005",24.29855,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LAO","Lao People's Democratic Republic","2009","2009",66.99722,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LAO","Lao People's Democratic Republic","2010","2010",92.68997,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LAO","Lao People's Democratic Republic","2011","2011",99.32829,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LAO","Lao People's Democratic Republic","2012","2012",100.79946,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LAO","Lao People's Democratic Republic","2013","2013",184.39137,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LAO","Lao People's Democratic Republic","2014","2014",160.14829,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LVA","Latvia","1999","1999",852.2988,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LVA","Latvia","2000","2000",923.66049,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LVA","Latvia","2001","2001",996.52939,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LVA","Latvia","2002","2002",1184.57671,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LVA","Latvia","2003","2003",1290.26462,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LVA","Latvia","2004","2004",1490.80624,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LVA","Latvia","2006","2006",2037.42598,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LVA","Latvia","2007","2007",3080.99061,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LVA","Latvia","2008","2008",4169.55727,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LVA","Latvia","2009","2009",3521.10104,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LVA","Latvia","2010","2010",2757.15728,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LVA","Latvia","2011","2011",3031.15698,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LVA","Latvia","2012","2012",3957.27593,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LVA","Latvia","2013","2013",4373.26938,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LVA","Latvia","2014","2014",3220.23997,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LSO","Lesotho","1999","1999",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LSO","Lesotho","2006","2006",2.51018,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LIE","Liechtenstein","2003","2003",6487.91849,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LIE","Liechtenstein","2004","2004",6550.36116,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LIE","Liechtenstein","2006","2006",7213.27964,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LIE","Liechtenstein","2007","2007",7798.89422,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LIE","Liechtenstein","2008","2008",10343.00272,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LIE","Liechtenstein","2010","2010",12257.26237,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LIE","Liechtenstein","2011","2011",14447.96521,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LTU","Lithuania","2001","2001",1136.37632,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LTU","Lithuania","2003","2003",1510.42899,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LTU","Lithuania","2004","2004",1695.21004,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LTU","Lithuania","2005","2005",1767.3028,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LTU","Lithuania","2006","2006",2000.46435,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LTU","Lithuania","2007","2007",2537.55008,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LTU","Lithuania","2008","2008",2824.99249,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LTU","Lithuania","2009","2009",3041.08997,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LTU","Lithuania","2010","2010",2852.25234,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LTU","Lithuania","2011","2011",3422.88008,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","LTU","Lithuania","2012","2012",2936.79081,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MDG","Madagascar","2007","2007",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MDG","Madagascar","2008","2008",7.53448,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MDG","Madagascar","2009","2009",3.8198,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MWI","Malawi","1999","1999",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MWI","Malawi","2000","2000",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MWI","Malawi","2001","2001",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MWI","Malawi","2003","2003",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MWI","Malawi","2014","2014",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MWI","Malawi","2015","2015",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MYS","Malaysia","2000","2000",96.91284,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MYS","Malaysia","2001","2001",127.9636,"‡","UIS Estimation"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MYS","Malaysia","2002","2002",106.43329,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MYS","Malaysia","2003","2003",102.46028,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MYS","Malaysia","2004","2004",129.06295,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MYS","Malaysia","2006","2006",178.1806,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MYS","Malaysia","2007","2007",194.08262,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MYS","Malaysia","2008","2008",192.15441,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MYS","Malaysia","2009","2009",182.52288,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MYS","Malaysia","2010","2010",184.94655,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MYS","Malaysia","2012","2012",753.31306,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MYS","Malaysia","2013","2013",638.38489,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MYS","Malaysia","2014","2014",660.32437,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MYS","Malaysia","2015","2015",490.1249,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MDV","Maldives","2006","2006",497.75384,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MDV","Maldives","2008","2008",637.02851,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MDV","Maldives","2009","2009",1085.77409,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MDV","Maldives","2010","2010",762.81616,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MDV","Maldives","2011","2011",711.432,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MDV","Maldives","2012","2012",591.38272,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MDV","Maldives","2013","2013",650.01913,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MDV","Maldives","2014","2014",666.22311,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MLI","Mali","1999","1999",34.37116,"‡","UIS Estimation"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MLI","Mali","2008","2008",75.99853,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MLI","Mali","2009","2009",59.3743,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MLI","Mali","2010","2010",10.28955,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MLI","Mali","2011","2011",15.39003,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MLI","Mali","2013","2013",16.61983,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MLI","Mali","2014","2014",13.35405,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MLT","Malta","2002","2002",1288.22488,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MLT","Malta","2004","2004",1528.45573,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MLT","Malta","2007","2007",3198.28325,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MLT","Malta","2008","2008",3772.62816,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MLT","Malta","2009","2009",3818.25621,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MLT","Malta","2010","2010",4889.5574,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MLT","Malta","2011","2011",4489.82295,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MLT","Malta","2012","2012",4647.00717,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MLT","Malta","2013","2013",5016.94632,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MHL","Marshall Islands","1999","1999",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MRT","Mauritania","1999","1999",,"‡; n","UIS Estimation; Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MRT","Mauritania","2011","2011",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MRT","Mauritania","2012","2012",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MRT","Mauritania","2013","2013",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MUS","Mauritius","2001","2001",54.64971,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MUS","Mauritius","2002","2002",54.95425,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MUS","Mauritius","2003","2003",82.87729,"‡","UIS Estimation"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MUS","Mauritius","2004","2004",95.61766,"‡","UIS Estimation"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MUS","Mauritius","2005","2005",107.08369,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MUS","Mauritius","2006","2006",81.26634,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MUS","Mauritius","2008","2008",93.49079,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MUS","Mauritius","2009","2009",126.51908,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MUS","Mauritius","2010","2010",133.68004,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MUS","Mauritius","2011","2011",153.96282,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MUS","Mauritius","2012","2012",188.14238,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MUS","Mauritius","2013","2013",235.4326,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MUS","Mauritius","2015","2015",225.66209,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MDA","Republic of Moldova","2006","2006",395.31234,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MDA","Republic of Moldova","2007","2007",557.28048,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MDA","Republic of Moldova","2008","2008",827.29057,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MDA","Republic of Moldova","2009","2009",877.10815,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MDA","Republic of Moldova","2010","2010",917.90373,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MDA","Republic of Moldova","2011","2011",1059.73222,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MDA","Republic of Moldova","2012","2012",1102.7165,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MDA","Republic of Moldova","2014","2014",932.03425,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MDA","Republic of Moldova","2015","2015",763.60966,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MNG","Mongolia","2002","2002",170.27399,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MNG","Mongolia","2004","2004",176.64073,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MNG","Mongolia","2007","2007",413.14836,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MNG","Mongolia","2009","2009",467.1707,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MNG","Mongolia","2010","2010",670.54117,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MNG","Mongolia","2011","2011",933.31317,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MAR","Morocco","1999","1999",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MAR","Morocco","2000","2000",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MAR","Morocco","2001","2001",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MAR","Morocco","2002","2002",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MAR","Morocco","2003","2003",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MAR","Morocco","2004","2004",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MAR","Morocco","2005","2005",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MAR","Morocco","2006","2006",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MAR","Morocco","2007","2007",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MAR","Morocco","2008","2008",0.45723,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MAR","Morocco","2009","2009",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MAR","Morocco","2010","2010",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MAR","Morocco","2012","2012",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MAR","Morocco","2013","2013",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","MOZ","Mozambique","2006","2006",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NAM","Namibia","1999","1999",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NAM","Namibia","2000","2000",14.89922,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NAM","Namibia","2002","2002",301.0834,"‡","UIS Estimation"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NAM","Namibia","2003","2003",20.04638,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NPL","Nepal","1999","1999",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NPL","Nepal","2000","2000",,"‡; n","UIS Estimation; Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NPL","Nepal","2001","2001",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NPL","Nepal","2002","2002",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NPL","Nepal","2003","2003",,"‡; n","UIS Estimation; Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NPL","Nepal","2008","2008",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NPL","Nepal","2009","2009",10.18568,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NPL","Nepal","2010","2010",5.16991,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NPL","Nepal","2011","2011",11.56773,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NPL","Nepal","2012","2012",11.04702,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NPL","Nepal","2013","2013",11.08303,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NPL","Nepal","2014","2014",15.23511,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NPL","Nepal","2015","2015",15.28717,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NIC","Nicaragua","2004","2004",6.85629,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NIC","Nicaragua","2005","2005",6.14507,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NIC","Nicaragua","2006","2006",24.53588,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NIC","Nicaragua","2010","2010",64.30044,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NER","Niger","2006","2006",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NER","Niger","2007","2007",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NER","Niger","2008","2008",,"n","Magnitude nil or negligible"
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NER","Niger","2009","2009",167.44115,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NER","Niger","2010","2010",76.41304,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NER","Niger","2011","2011",51.37919,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NER","Niger","2012","2012",171.77088,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NER","Niger","2013","2013",138.61255,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","NER","Niger","2014","2014",172.68639,,
"XUNIT_US_02_FSGOV_FFNTR","Initial government funding per pre-primary student, US$","OMN","Oman","2009","2009",,"n","Magnitude nil or negligible"
